Date,Locations affected,Number of positive employees,Number of positive students
2/22/2021,Pinellas Park High School,0,2
2/22/2021,Pinellas Park Middle School,0,1
2/22/2021,Pinellas Technical College Clearwater,0,4
2/22/2021,Pinellas Technical College St. Petersburg,0,2
2/22/2021,Plumb Elementary School,0,1
2/22/2021,Richard O. Jacobson Technical High School,0,1
2/22/2021,Safety Harbor Elementary School,0,2
2/22/2021,Sandy Lane Elementary School,2,0
2/22/2021,Sawgrass Lake Elementary School,0,1
2/22/2021,Seminole Middle School,0,1
2/22/2021,Sexton Elementary School,0,1
2/22/2021,Shore Acres Elementary School,0,1
2/22/2021,Skyview Elementary School,1,2
2/22/2021,St. Petersburg High School,1,3
2/22/2021,Starkey Elementary School,0,2
2/22/2021,Tarpon Springs High School,0,2
2/22/2021,Tarpon Springs Middle School,0,1
2/22/2021,Thurgood Marshall Fundamental Middle School,0,1
2/22/2021,Tyrone Middle School,0,2
2/22/2021,Walter Pownall Service Center,3,0
2/19/2021,Azalea Middle School,1,0
2/19/2021,Campbell Park Elementary School,1,0
2/19/2021,Clearwater High School,0,2
2/19/2021,East Lake High School,0,2
2/19/2021,Fuguitt Elementary School,1,0
2/19/2021,Hollins High School,1,0
2/19/2021,Seminole Elementary School,0,1
2/19/2021,Walter Pownall Service Center,1,0
2/18/2021,Boca Ciega High School,0,1
2/18/2021,Brooker Creek Elementary School,0,1
2/18/2021,Clearwater Fundamental Middle School,0,1
2/18/2021,Countryside High School,1,0
2/18/2021,Dunedin High School,0,1
2/18/2021,East Lake High School,1,2
2/18/2021,Lakewood Elementary School,1,0
2/18/2021,Largo High School,0,3
2/18/2021,Largo Middle School,0,1
2/18/2021,Lealman Avenue Elementary School,1,0
2/18/2021,Morgan Fitzgerald Middle School,0,1
2/18/2021,Osceola Middle School,0,1
2/18/2021,Paul B. Stephens ESE Center,0,1
2/18/2021,Ponce de Leon Elementary School,1,0
2/18/2021,Seminole High School,1,1
2/18/2021,Skyview Elementary School,1,0
2/18/2021,Tarpon Springs High School,1,0
2/17/2021,Administration Building,1,0
2/17/2021,Alfred Adler Charter School,1,2
2/17/2021,Clearwater High School,0,1
2/17/2021,East Lake High School,0,1
2/17/2021,Fairmount Park Elementary School,1,0
2/17/2021,Lealman Avenue Elementary School,1,1
2/17/2021,Madeira Beach Fundamental,0,2
2/17/2021,Marjorie Rawlings Elementary School,0,1
2/17/2021,Pace Center for Girls,0,1
2/17/2021,Pasadena Fundamental Elementary School,0,1
2/17/2021,Perkins Elementary School,1,0
2/17/2021,Pinellas Central Elementary School,1,0
2/17/2021,Pinellas Park Middle School,1,0
2/17/2021,Safety Harbor Middle School,2,0
2/16/2021,Countryside High School,0,1
2/16/2021,Cypress Woods Elementary School,1,0
2/16/2021,East Lake Middle School,0,1
2/16/2021,John Hopkins Middle School,0,1
2/16/2021,Lakewood Elementary School,0,1
2/16/2021,Lealman Avenue Elementary School,3,1
2/16/2021,Lealman Innovation Academy,0,1
2/16/2021,New Heights Elementary School,0,1
2/16/2021,Osceola Middle School,0,1
2/16/2021,Ozona Elementary School,0,1
2/16/2021,Palm Harbor Middle School,1,2
2/16/2021,Plato Academy Pinellas Park Charter School,0,2
2/16/2021,Shore Acres Elementary School,0,2
2/16/2021,Thurgood Marshall Fundamental Middle School,0,1
2/16/2021,Walter Pownall Service Center,2,0
2/15/2021,Blanton Elementary School,0,1
2/15/2021,Campbell Park Elementary School,0,1
2/15/2021,Carwise Middle School,0,1
2/15/2021,Clearwater High School,0,2
2/15/2021,Countryside High School,0,2
2/15/2021,Dunedin High School,0,2
2/15/2021,Dunedin Highland Middle School,0,1
2/15/2021,East Lake High School,0,1
2/15/2021,Gibbs High School,0,2
2/15/2021,Gulfport Elementary School,0,1
2/15/2021,Hollins High School,0,1
2/15/2021,John Hopkins Middle School,1,0
2/15/2021,Lakewood Elementary School,0,1
2/15/2021,Largo High School,0,2
2/15/2021,Largo Middle School,0,2
2/15/2021,McMullen-Booth Elementary School,0,1
2/15/2021,New Heights Elementary School,0,1
2/15/2021,North Shore Elementary School,0,1
2/15/2021,Northeast High School,0,1
2/15/2021,Oak Grove Middle School,0,1
2/15/2021,Osceola Fundamental High School,2,8
2/15/2021,Ozona Elementary School,0,1
2/15/2021,Palm Harbor Middle School,0,2
2/15/2021,Pinellas Park High School,0,3
2/15/2021,Plato Academy Palm Harbor Charter School,1,0
2/15/2021,Ponce de Leon Elementary School,0,1
2/15/2021,Safety Harbor Middle School,0,2
2/15/2021,San Jose Elementary School,1,0
2/15/2021,Seminole Elementary School,0,1
2/15/2021,Seminole High School,0,1
2/15/2021,Seminole Middle School,0,1
2/15/2021,Seventy-Fourth Street Elementary School,0,1
2/15/2021,Shore Acres Elementary School,0,2
2/15/2021,Skycrest Elementary School,1,0
2/15/2021,Tarpon Springs High School,0,2
2/15/2021,Thurgood Marshall Fundamental Middle School,0,1
2/15/2021,Walsingham Elementary School,1,0
2/15/2021,Walter Pownall Service Center,7,0
2/12/2021,Bay Point Middle School,1,0
2/12/2021,Boca Ciega High School,0,1
2/12/2021,Campbell Park Elementary School,1,0
2/12/2021,Clearview Adult Education Center,0,1
2/12/2021,Clearwater Adult Education Center,0,1
2/12/2021,Curlew Creek Elementary School,0,1
2/12/2021,Curtis Fundamental Elementary School,0,1
2/12/2021,East Lake High School,1,3
2/12/2021,Highland Lakes Elementary School,1,0
2/12/2021,Hollins High School,1,0
2/12/2021,Hollins High School,1,0
2/12/2021,Lakewood High School,0,1
2/12/2021,Largo High School,0,1
2/12/2021,Madeira Beach Fundamental,0,3
2/12/2021,Midtown Academy,1,0
2/12/2021,Northeast High School,0,1
2/12/2021,Palm Harbor Middle School,0,1
2/12/2021,Palm Harbor University High School,0,1
2/12/2021,Paul B. Stephens ESE Center,1,0
2/12/2021,Pinellas Central Elementary School,0,2
2/12/2021,Pinellas Park High School,0,3
2/12/2021,Pinellas Primary/Prep Academy Charter,0,1
2/12/2021,Richard L. Sanders School,0,1
2/12/2021,Skyview Elementary School,0,1
2/12/2021,Sunset Hills Elementary School,0,1
2/12/2021,Tarpon Springs Elementary School,1,2
2/11/2021,Boca Ciega High School,0,1
2/11/2021,Curlew Creek Elementary School,0,3
2/11/2021,East Lake High School,1,0
2/11/2021,Garrison-Jones Elementary School,0,1
2/11/2021,Gibbs High School,0,1
2/11/2021,High Point Elementary School,1,2
2/11/2021,Lake St. George Elementary School,0,1
2/11/2021,Leila Davis Elementary School,0,1
2/11/2021,Morgan Fitzgerald Middle School,1,0
2/11/2021,Northeast High School,0,1
2/11/2021,Palm Harbor Middle School,0,1
2/11/2021,Paul B. Stephens ESE Center,0,1
2/11/2021,Pinellas Park Middle School,0,1
2/11/2021,Pinellas Technical College Clearwater,0,1
2/11/2021,Plato Academy Clearwater Charter School,0,2
2/11/2021,Sawgrass Lake Elementary School,1,0
2/11/2021,Seminole Middle School,0,1
2/11/2021,Shore Acres Elementary School,1,0
2/11/2021,Thurgood Marshall Fundamental Middle School,0,1
2/11/2021,Tyrone Middle School,0,1
2/11/2021,Woodlawn Elementary School,0,1
2/10/2021,Administration Building,1,0
2/10/2021,Azalea Middle School,0,1
2/10/2021,Belleair Elementary School,0,1
2/10/2021,Boca Ciega High School,1,0
2/10/2021,Calvin Hunsinger School,0,1
2/10/2021,Gulf Beaches Elementary School,1,0
2/10/2021,Highland Lakes Elementary School,1,0
2/10/2021,James B. Sanderlin K-8,1,0
2/10/2021,Lakewood High School,0,1
2/10/2021,Largo High School,0,1
2/10/2021,Largo Middle School,1,0
2/10/2021,Lynch Elementary School,0,1
2/10/2021,Marjorie Rawlings Elementary School,2,0
2/10/2021,Melrose Elementary School,0,1
2/10/2021,Northwest Elementary School,1,0
2/10/2021,Osceola Fundamental High School,0,3
2/10/2021,Ozona Elementary School,0,2
2/10/2021,Palm Harbor Middle School,0,1
2/10/2021,Pinellas Technical College St. Petersburg,0,1
2/10/2021,Sandy Lane Elementary School,0,1
2/10/2021,Shore Acres Elementary School,0,1
2/10/2021,Starkey Elementary School,0,1
2/10/2021,Tarpon Springs Elementary School,0,1
2/10/2021,Tarpon Springs Middle School,1,0
2/10/2021,Walter Pownall Service Center,7,0
2/9/2021,Azalea Elementary School,0,1
2/9/2021,Bay Point Elementary School,0,1
2/9/2021,Bayside High School,0,1
2/9/2021,Campbell Park Elementary School,1,0
2/9/2021,Dunedin High School,0,1
2/9/2021,Hollins High School,1,1
2/9/2021,James B. Sanderlin K-8,1,0
2/9/2021,John Hopkins Middle School,0,2
2/9/2021,Kings Highway Elementary School,1,0
2/9/2021,Lake St. George Elementary School,1,1
2/9/2021,Melrose Elementary School,0,1
2/9/2021,Mildred Helms Elementary School,0,1
2/9/2021,Northeast High School,0,1
2/9/2021,Osceola Fundamental High School,0,1
2/9/2021,Osceola Middle School,0,1
2/9/2021,Palm Harbor Middle School,0,2
2/9/2021,Pinellas Central Elementary School,0,1
2/9/2021,Plato Academy St. Petersburg Charter School,0,1
2/9/2021,Safety Harbor Middle School,0,1
2/9/2021,Sawgrass Lake Elementary School,0,1
2/9/2021,Tarpon Springs High School,0,4
2/9/2021,Thurgood Marshall Fundamental Middle School,1,1
2/9/2021,Walsingham Elementary School,0,2
2/8/2021,Administration Building,2,0
2/8/2021,Anona Elementary School,1,0
2/8/2021,Bauder Elementary School,0,1
2/8/2021,Bay Point Middle School,0,2
2/8/2021,Belleair Elementary School,2,1
2/8/2021,Boca Ciega High School,0,1
2/8/2021,Carwise Middle School,0,1
2/8/2021,Chi Chi Rodriguez Academy,0,1
2/8/2021,Clearwater High School,0,3
2/8/2021,Clearwater Intermediate School,0,1
2/8/2021,Countryside High School,1,2
2/8/2021,Curtis Fundamental Elementary School,0,1
2/8/2021,Disston Academy,1,0
2/8/2021,Douglas Jamerson Elementary School,0,1
2/8/2021,Dunedin Elementary School,0,2
2/8/2021,East Lake High School,1,0
2/8/2021,Forest Lakes Elementary School,1,0
2/8/2021,Gibbs High School,0,1
2/8/2021,High Point Elementary School,1,2
2/8/2021,Hollins High School,2,0
2/8/2021,John Hopkins Middle School,0,1
2/8/2021,Largo High School,0,1
2/8/2021,Lealman Innovation Academy,1,1
2/8/2021,Leila Davis Elementary School,1,0
2/8/2021,Mildred Helms Elementary School,1,1
2/8/2021,Morgan Fitzgerald Middle School,0,1
2/8/2021,Northeast High School,0,1
2/8/2021,Northwest Elementary School,0,1
2/8/2021,Osceola Fundamental High School,0,7
2/8/2021,Ozona Elementary School,1,2
2/8/2021,Palm Harbor University High School,0,2
2/8/2021,Pinellas Park High School,0,2
2/8/2021,Pinellas Technical College Clearwater,0,1
2/8/2021,Pinellas Technical College St. Petersburg,0,1
2/8/2021,Plato Academy Palm Harbor Charter School,0,1
2/8/2021,Plumb Elementary School,0,1
2/8/2021,Richard O. Jacobson Technical High School,0,1
2/8/2021,Safety Harbor Elementary School,0,1
2/8/2021,Sawgrass Lake Elementary School,0,1
2/8/2021,Seminole Elementary School,0,1
2/8/2021,Seminole Middle School,0,4
2/8/2021,Seventy-Fourth Street Elementary School,0,1
2/8/2021,Shore Acres Elementary School,0,1
2/8/2021,Skycrest Elementary School,0,1
2/8/2021,St. Petersburg High School,0,1
2/8/2021,Sunset Hills Elementary School,0,2
2/8/2021,Tarpon Springs Fundamental Elementary School,0,2
2/8/2021,Tarpon Springs High School,0,1
2/8/2021,Tarpon Springs Middle School,0,1
2/8/2021,Thurgood Marshall Fundamental Middle School,0,1
2/8/2021,Tyrone Middle School,1,1
2/8/2021,Walter Pownall Service Center,1,0
2/8/2021,Westgate Elementary School,2,0
2/5/2021,Administration Building,1,0
2/5/2021,Athenian Academy Charter School,0,1
2/5/2021,Azalea Middle School,2,0
2/5/2021,Bear Creek Elementary School,0,1
2/5/2021,Belleair Elementary School,2,1
2/5/2021,Blanton Elementary School,0,1
2/5/2021,Brooker Creek Elementary School,0,2
2/5/2021,Clearwater Adult Education Center,1,0
2/5/2021,Clearwater Fundamental Middle School,0,2
2/5/2021,Countryside High School,3,0
2/5/2021,East Lake High School,0,1
2/5/2021,Fairmount Park Elementary School,0,1
2/5/2021,Highland Lakes Elementary School,1,1
2/5/2021,Hollins High School,1,4
2/5/2021,James B. Sanderlin K-8,0,1
2/5/2021,Osceola Middle School,0,1
2/5/2021,Pinellas Park High School,0,1
2/5/2021,Safety Harbor Middle School,1,2
2/5/2021,Seminole Elementary School,0,1
2/5/2021,Seminole High School,0,3
2/5/2021,Sexton Elementary School,1,0
2/5/2021,Starkey Elementary School,0,1
2/5/2021,Walter Pownall Service Center,1,0
2/4/2021,Administration Building,2,0
2/4/2021,Azalea Middle School,1,0
2/4/2021,Bay Point Elementary School,0,1
2/4/2021,Boca Ciega High School,0,1
2/4/2021,Chi Chi Rodriguez Academy,1,0
2/4/2021,Clearwater High School,0,1
2/4/2021,Countryside High School,0,1
2/4/2021,Curtis Fundamental Elementary School,0,1
2/4/2021,East Lake High School,0,1
2/4/2021,Elisa Nelson Elementary School,1,0
2/4/2021,Gulfport Elementary School,1,0
2/4/2021,Hollins High School,0,1
2/4/2021,Juvenile Detention Center,4,0
2/4/2021,Largo High School,0,1
2/4/2021,Madeira Beach Fundamental,0,3
2/4/2021,Maximo Elementary School,0,1
2/4/2021,Midtown Academy,2,0
2/4/2021,Nina Harris ESE,1,0
2/4/2021,North Shore Elementary School,1,0
2/4/2021,Northeast High School,0,1
2/4/2021,Oak Grove Middle School,0,1
2/4/2021,Orange Grove Elementary School,0,1
2/4/2021,Palm Harbor University High School,3,3
2/4/2021,Pinellas Park Elementary School,1,1
2/4/2021,Pinellas Park High School,0,1
2/4/2021,Pinellas Park Middle School,0,3
2/4/2021,Pinellas Technical College Clearwater,0,1
2/4/2021,Plato Academy Pinellas Park Charter School,1,2
2/4/2021,Plumb Elementary School,1,0
2/4/2021,Skycrest Elementary School,1,0
2/4/2021,St. Petersburg High School,0,2
2/4/2021,Walter Pownall Service Center,1,0
2/3/2021,Azalea Elementary School,0,1
2/3/2021,Largo High School,0,1
2/3/2021,Madeira Beach Fundamental,1,0
2/3/2021,Oldsmar Elementary School,0,1
2/3/2021,Osceola Fundamental High School,0,2
2/3/2021,Paul B. Stephens ESE Center,1,0
2/3/2021,Pinellas Park High School,0,2
2/3/2021,Plato Academy St. Petersburg Charter School,0,3
2/3/2021,Ridgecrest Elementary School,0,2
2/3/2021,Seventy-Fourth Street Elementary School,1,0
2/3/2021,Strive Academy,0,1
2/3/2021,Tarpon Springs Fundamental Elementary School,0,2
2/2/2021,Bardmoor Elementary School,0,1
2/2/2021,East Lake High School,0,2
2/2/2021,Gibbs High School,1,1
2/2/2021,High Point Elementary School,0,1
2/2/2021,Hollins High School,0,1
2/2/2021,James B. Sanderlin K-8,1,2
2/2/2021,New Heights Elementary School,1,1
2/2/2021,Oak Grove Middle School,0,1
2/2/2021,Pinellas Technical College Clearwater,0,1
2/2/2021,Pinellas Technical College St. Petersburg,0,1
2/2/2021,Ridgecrest Elementary School,1,0
2/2/2021,Safety Harbor Elementary School,1,0
2/2/2021,Seminole High School,0,2
2/2/2021,Skyview Elementary School,0,1
2/2/2021,Southern Oak Elementary School,0,2
2/2/2021,Sutherland Elementary School,0,1
2/2/2021,Tarpon Springs High School,0,1
2/1/2021,Administration Building,2,0
2/1/2021,Azalea Middle School,0,2
2/1/2021,Bauder Elementary School,0,3
2/1/2021,Bay Point Middle School,1,0
2/1/2021,Bayside High School,1,0
2/1/2021,Bear Creek Elementary School,0,1
2/1/2021,Belleair Elementary School,0,1
2/1/2021,Blanton Elementary School,0,2
2/1/2021,Clearview Adult Education Center,0,1
2/1/2021,Clearwater High School,0,1
2/1/2021,Countryside High School,1,2
2/1/2021,Cross Bayou Elementary School,0,1
2/1/2021,Curtis Fundamental Elementary School,0,1
2/1/2021,Dunedin High School,0,2
2/1/2021,East Lake High School,0,2
2/1/2021,Eisenhower Elementary School,1,1
2/1/2021,Fairmount Park Elementary School,0,1
2/1/2021,Forest Lakes Elementary School,0,1
2/1/2021,Fuguitt Elementary School,3,1
2/1/2021,Gibbs High School,0,2
2/1/2021,Hollins High School,2,4
2/1/2021,John Hopkins Middle School,0,1
2/1/2021,Lakeview Fundamental Elementary School,0,1
2/1/2021,Largo High School,0,1
2/1/2021,Lealman Avenue Elementary School,1,0
2/1/2021,Lynch Elementary School,1,1
2/1/2021,Morgan Fitzgerald Middle School,0,2
2/1/2021,New Heights Elementary School,1,0
2/1/2021,North Shore Elementary School,0,3
2/1/2021,Northwest Elementary School,0,1
2/1/2021,Oak Grove Middle School,0,1
2/1/2021,Osceola Fundamental High School,0,1
2/1/2021,Ozona Elementary School,1,0
2/1/2021,Palm Harbor University High School,0,1
2/1/2021,Pinellas Central Elementary School,1,1
2/1/2021,Pinellas Park Middle School,0,2
2/1/2021,Pinellas Technical College Clearwater,0,2
2/1/2021,Pinellas Technical College St. Petersburg,0,2
2/1/2021,Richard L. Sanders School,0,1
2/1/2021,Richard O. Jacobson Technical High School,0,1
2/1/2021,Safety Harbor Middle School,0,2
2/1/2021,San Jose Elementary School,1,1
2/1/2021,Seminole Elementary School,0,1
2/1/2021,Seminole High School,0,2
2/1/2021,Skycrest Elementary School,2,1
2/1/2021,Skyview Elementary School,0,1
2/1/2021,Southern Oak Elementary School,0,1
2/1/2021,Tarpon Springs High School,0,2
2/1/2021,Thurgood Marshall Fundamental Middle School,1,0
2/1/2021,Tomlinson Adult Education Center,0,1
2/1/2021,Tyrone Middle School,0,2
2/1/2021,Walter Pownall Service Center,2,0
1/29/2021,Belcher Elementary School,0,4
1/29/2021,Belleair Elementary School,0,2
1/29/2021,Carwise Middle School,0,2
1/29/2021,Clearwater Fundamental Middle School,0,1
1/29/2021,Clearwater High School,2,2
1/29/2021,Cypress Woods Elementary School,0,1
1/29/2021,Dunedin Highland Middle School,0,1
1/29/2021,East Lake Middle School,0,1
1/29/2021,Highland Lakes Elementary School,1,1
1/29/2021,Lealman Innovation Academy,0,1
1/29/2021,Madeira Beach Fundamental,1,1
1/29/2021,Melrose Elementary School,0,1
1/29/2021,Oakhurst Elementary School,0,1
1/29/2021,Oldsmar Elementary School,1,1
1/29/2021,Orange Grove Elementary School,0,1
1/29/2021,Palm Harbor Middle School,1,2
1/29/2021,Palm Harbor University High School,0,4
1/29/2021,Plato Academy Clearwater Charter School,1,0
1/29/2021,Plato Academy St. Petersburg Charter School,1,2
1/29/2021,Ridgecrest Elementary School,0,1
1/29/2021,Safety Harbor Elementary School,0,1
1/29/2021,Seminole High School,0,4
1/29/2021,Seminole Middle School,0,3
1/29/2021,Shore Acres Elementary School,0,1
1/29/2021,Walter Pownall Service Center,1,0
1/28/2021,Administration Building,2,0
1/28/2021,Boca Ciega High School,0,2
1/28/2021,Curtis Fundamental Elementary School,0,1
1/28/2021,East Lake High School,1,2
1/28/2021,Elisa Nelson Elementary School,0,1
1/28/2021,High Point Elementary School,0,1
1/28/2021,James B. Sanderlin K-8,0,2
1/28/2021,John Hopkins Middle School,1,1
1/28/2021,Marjorie Rawlings Elementary School,1,1
1/28/2021,Meadowlawn Middle School,0,1
1/28/2021,Midtown Academy,1,2
1/28/2021,Northeast High School,2,0
1/28/2021,Northwest Elementary School,0,3
1/28/2021,Oak Grove Middle School,0,1
1/28/2021,Oakhurst Elementary School,0,1
1/28/2021,Osceola Middle School,0,3
1/28/2021,Richard O. Jacobson Technical High School,0,1
1/28/2021,Seminole High School,2,2
1/28/2021,Tarpon Springs Elementary School,1,0
1/28/2021,Walter Pownall Service Center,5,0
1/27/2021,Academie da Vinci Charter School,0,1
1/27/2021,Carwise Middle School,0,1
1/27/2021,Clearwater Fundamental Middle School,0,2
1/27/2021,Disston Academy,1,1
